step,current_x,current_y,move_x,move_y,degree,Q,P,N,PUCT,is_best
22,6,5,8,4,4,-1.0,0.29109,291,-0.96846,0
23,7,3,8,5,3,-1.0,0.11644,116,-0.96851,0
23,7,3,5,2,4,-1.0,0.60124,602,-0.96845,1
23,7,3,6,1,5,-1.0,0.08328,83,-0.96863,0
23,7,3,8,1,3,-1.0,0.04937,49,-0.96876,0
23,7,3,9,2,3,-1.0,0.14968,150,-0.96864,0
24,5,2,3,1,5,-1.0,0.21248,212,-0.96844,0
24,5,2,4,0,2,-1.0,0.64086,642,-0.96847,1
24,5,2,6,0,3,-1.0,0.09036,90,-0.96858,0
24,5,2,7,1,4,-1.0,0.0563,56,-0.96875,0
25,4,0,6,1,4,-1.0,0.59908,599,-0.96841,1
25,4,0,3,2,6,-1.0,0.40092,401,-0.96845,0
26,6,1,8,2,3,-1.0,0.07172,71,-0.96848,0
26,6,1,5,3,5,-1.0,0.14898,149,-0.96858,0
26,6,1,4,2,4,-1.0,0.20797,208,-0.96852,0
26,6,1,8,0,2,-1.0,0.57133,572,-0.96845,1
27,8,0,9,2,2,-1.0,0.80754,808,-0.96842,1
27,8,0,7,2,6,-1.0,0.19246,192,-0.96845,0
28,9,2,8,4,3,-1.0,0.55478,555,-0.96843,1
28,9,2,7,1,3,-1.0,0.44522,445,-0.96842,0
29,8,4,9,6,2,-1.0,0.6988,699,-0.96842,1
29,8,4,7,6,6,-1.0,0.14281,143,-0.96862,0
29,8,4,7,2,5,-1.0,0.15839,158,-0.96848,0
30,9,6,8,8,3,-1.0,0.59767,598,-0.96843,1
30,9,6,7,7,3,-1.0,0.40233,402,-0.96841,0
31,8,8,6,9,3,-1.0,0.33197,332,-0.96846,0
31,8,8,6,7,3,-1.0,0.43344,434,-0.96847,1
31,8,8,7,6,5,-1.0,0.23459,234,-0.96842,0
32,6,7,5,9,3,-1.0,0.24746,247,-0.96843,0
32,6,7,4,8,4,-1.0,0.11351,113,-0.9685,0
32,6,7,5,5,6,-1.0,0.63903,640,-0.96846,1
33,5,5,7,6,4,-1.0,0.0336,33,-0.96873,0
33,5,5,4,7,5,-1.0,0.05011,50,-0.96891,0
33,5,5,3,6,6,-1.0,0.17865,179,-0.9686,0
33,5,5,3,4,6,-1.0,0.35217,352,-0.96844,1
33,5,5,4,3,6,-1.0,0.3236,324,-0.9685,0
33,5,5,7,4,5,-1.0,0.06187,62,-0.96893,0
34,3,4,2,6,5,-1.0,0.13023,130,-0.96855,0
34,3,4,1,5,5,-1.0,0.17432,174,-0.96848,0
34,3,4,1,3,3,-1.0,0.16513,165,-0.96853,0
34,3,4,2,2,7,-1.0,0.15963,160,-0.96863,0
34,3,4,4,2,3,-1.0,0.09442,94,-0.96856,0
34,3,4,5,3,4,-1.0,0.27627,277,-0.96856,1
35,5,3,7,4,4,-1.0,0.15903,159,-0.96855,0
35,5,3,3,2,5,-1.0,0.36292,363,-0.96845,0
35,5,3,4,1,4,-1.0,0.36431,365,-0.96851,1
35,5,3,7,2,4,-1.0,0.11374,113,-0.96843,0
36,4,1,6,2,6,-1.0,0.04186,41,-0.96846,0
36,4,1,2,2,6,-1.0,0.06795,68,-0.96884,0
36,4,1,2,0,3,-1.0,0.21232,212,-0.96846,0
36,4,1,6,0,2,-1.0,0.67786,679,-0.96846,1
37,6,0,8,1,2,-1.0,0.79431,795,-0.96843,1
37,6,0,7,2,3,-1.0,0.20569,205,-0.96841,0
38,8,1,9,3,3,-1.0,0.41104,411,-0.96843,0
38,8,1,6,2,5,-1.0,0.58896,589,-0.96842,1
39,6,2,8,3,3,-1.0,0.05492,55,-0.96897,0
39,6,2,7,4,3,-1.0,0.13618,136,-0.96855,0
39,6,2,4,3,5,-1.0,0.49807,499,-0.96848,1
39,6,2,5,0,3,-1.0,0.20418,204,-0.96849,0
39,6,2,7,0,3,-1.0,0.10666,106,-0.96846,0
40,4,3,3,5,5,-1.0,0.26525,265,-0.96845,1
40,4,3,2,4,6,-1.0,0.16145,161,-0.96847,0
40,4,3,2,2,5,-1.0,0.24856,249,-0.96854,0
40,4,3,3,1,4,-1.0,0.2176,218,-0.96856,0
40,4,3,5,1,4,-1.0,0.10714,107,-0.96861,0
41,3,5,4,7,4,-1.0,0.17765,178,-0.9686,0
41,3,5,2,7,4,-1.0,0.11346,113,-0.96851,0
41,3,5,1,6,5,-1.0,0.19296,193,-0.96853,0
41,3,5,1,4,3,-1.0,0.34772,348,-0.96848,1
41,3,5,2,3,6,-1.0,0.16821,168,-0.96851,0
42,1,4,2,6,4,-1.0,0.20331,203,-0.96847,0
42,1,4,0,2,2,-1.0,0.71747,718,-0.96843,1
42,1,4,2,2,4,-1.0,0.07921,79,-0.96867,0
43,0,2,2,3,5,-1.0,0.22142,221,-0.96844,0
43,0,2,1,0,2,-1.0,0.77858,779,-0.96842,1
44,1,0,3,1,3,-1.0,0.84342,844,-0.96842,1
44,1,0,2,2,3,-1.0,0.15658,156,-0.96845,0
45,3,1,2,3,4,-1.0,0.36902,369,-0.96844,0
45,3,1,1,2,3,-1.0,0.13935,139,-0.96851,0
45,3,1,5,0,2,-1.0,0.49163,492,-0.96845,1
46,5,0,7,1,2,-1.0,0.35438,354,-0.96842,0
46,5,0,4,2,2,-1.0,0.64562,646,-0.96843,1
47,4,2,2,3,3,-1.0,0.08882,88,-0.96842,0
47,4,2,3,0,3,-1.0,0.91118,912,-0.96842,1
48,3,0,5,1,3,-1.0,0.24543,245,-0.96844,0
48,3,0,2,2,2,-1.0,0.32254,323,-0.9685,0
48,3,0,1,1,3,-1.0,0.43204,432,-0.96843,1
49,1,1,3,2,4,-1.0,0.09215,92,-0.96865,0
49,1,1,2,3,2,-1.0,0.1711,171,-0.96853,0
49,1,1,0,3,3,-1.0,0.73676,737,-0.96841,1
50,0,3,2,4,5,-1.0,0.26601,266,-0.96848,0
50,0,3,1,5,4,-1.0,0.36739,367,-0.96841,1
50,0,3,2,2,1,-1.0,0.3666,367,-0.96848,0
51,1,5,3,6,5,-1.0,0.2585,258,-0.96842,0
51,1,5,2,7,3,-1.0,0.13599,136,-0.96859,0
51,1,5,0,7,3,-1.0,0.41833,419,-0.96849,1
51,1,5,2,3,1,-1.0,0.18718,187,-0.9685,0
52,0,7,2,8,5,-1.0,0.02991,29,-0.96845,0
52,0,7,1,9,2,-1.0,0.80866,810,-0.96845,1
52,0,7,2,6,3,-1.0,0.16143,161,-0.96847,0
53,1,9,2,7,2,-1.0,0.23162,231,-0.96841,0
53,1,9,3,8,4,-1.0,0.76838,769,-0.96843,1
54,3,8,5,9,2,-1.0,0.53955,540,-0.96845,1
54,3,8,1,7,4,-1.0,0.07454,74,-0.96855,0
54,3,8,2,6,2,-1.0,0.15019,150,-0.96853,0
54,3,8,5,7,5,-1.0,0.23571,236,-0.96853,0
55,5,9,4,7,3,-1.0,0.60666,607,-0.96843,1
55,5,9,7,8,3,-1.0,0.39334,393,-0.96841,0
56,4,7,6,8,4,-1.0,0.02344,23,-0.9691,0
56,4,7,2,8,4,-1.0,0.11089,111,-0.96868,0
56,4,7,2,6,1,-1.0,0.86567,866,-0.96841,1
57,2,6,0,5,3,-1.0,1.0,1000,-0.96839,1
58,0,5,1,7,3,-1.0,0.23262,233,-0.96855,0
58,0,5,1,3,2,-1.0,0.425,425,-0.96844,1
58,0,5,2,4,4,-1.0,0.34238,342,-0.96842,0
59,1,3,0,1,2,-1.0,0.59237,592,-0.9684,1
59,1,3,3,2,3,-1.0,0.40763,408,-0.96847,0
60,0,1,2,2,0,-1.0,0.38854,388,-0.9684,0
60,0,1,2,0,2,-1.0,0.61146,612,-0.96844,1
61,2,0,3,2,2,-1.0,0.53456,535,-0.96845,1
61,2,0,1,2,2,-1.0,0.46544,465,-0.9684,0
62,3,2,2,4,3,-1.0,0.37107,371,-0.96844,0
62,3,2,5,1,2,-1.0,0.62893,629,-0.96842,1
63,5,1,7,2,2,-1.0,0.18807,188,-0.96852,0
63,5,1,7,0,2,-1.0,0.81193,812,-0.9684,1
64,7,0,9,1,2,-1.0,0.70869,709,-0.96842,1
64,7,0,8,2,2,-1.0,0.29131,291,-0.96844,0
65,9,1,8,3,2,-1.0,0.68524,685,-0.9684,1
65,9,1,7,2,1,-1.0,0.31476,315,-0.96849,0
66,8,3,9,5,3,-1.0,0.81419,815,-0.96843,1
66,8,3,7,1,1,-1.0,0.18581,185,-0.96839,0
67,9,5,8,7,2,-1.0,0.37381,374,-0.96846,1
67,9,5,7,6,3,-1.0,0.29599,296,-0.96847,0
67,9,5,7,4,2,-1.0,0.3302,330,-0.96844,0
68,8,7,9,9,1,-1.0,0.94654,947,-0.96841,1
68,8,7,6,8,3,-1.0,0.05346,53,-0.96868,0
69,9,9,7,8,2,-1.0,1.0,1000,-0.96839,1
70,7,8,5,7,4,-1.0,0.16273,162,-0.96841,0
70,7,8,9,7,3,-1.0,0.83727,838,-0.96843,1
71,9,7,8,9,2,-1.0,0.65762,658,-0.96843,1
71,9,7,7,6,2,-1.0,0.27649,276,-0.96842,0
71,9,7,8,5,2,-1.0,0.06589,66,-0.96889,0
72,8,9,6,8,2,-1.0,0.89616,897,-0.96843,1
72,8,9,7,7,2,-1.0,0.10384,103,-0.96841,0
73,6,8,4,9,3,-1.0,0.7799,780,-0.96841,1
73,6,8,7,6,1,-1.0,0.2201,220,-0.96849,0
74,4,9,2,8,3,-1.0,0.3602,360,-0.96843,1
74,4,9,3,7,2,-1.0,0.3205,321,-0.96851,0
74,4,9,5,7,3,-1.0,0.3193,319,-0.96843,0
75,2,8,0,9,1,-1.0,0.75901,760,-0.96844,1
75,2,8,1,6,4,-1.0,0.11485,114,-0.9684,0
75,2,8,3,6,4,-1.0,0.12614,126,-0.96858,0
76,0,9,1,7,2,-1.0,1.0,1000,-0.96839,1
77,1,7,2,9,3,-1.0,0.50282,503,-0.96844,1
77,1,7,3,6,3,-1.0,0.49718,497,-0.96841,0
78,2,9,0,8,2,-1.0,0.44707,447,-0.96843,1
78,2,9,3,7,1,-1.0,0.18218,182,-0.9685,0
78,2,9,4,8,3,-1.0,0.37074,371,-0.96847,0
79,0,8,1,6,3,-1.0,0.59129,591,-0.9684,1
79,0,8,2,7,1,-1.0,0.40871,409,-0.96846,0
80,1,6,3,7,0,-1.0,0.5896,590,-0.96844,1
80,1,6,0,4,2,-1.0,0.24464,245,-0.96854,0
80,1,6,2,4,2,-1.0,0.16576,165,-0.96841,0
